YEAR_STATION,YEAR,STATION,WOLF_EEL,SABLEFISH,ARROWTOOTH_FLOUNDER,PACIFIC_SANDDAB,SPECKLED_SANDDAB,SCULPIN,REX_SOLE,GREENLING,SLENDER_SOLE,PACIFIC_HAKE,DOVER_SOLE,LINGCOD,PAINTED_GREENLING,RIGHT_EYED_FLATFISH,TURBOT,SAND_SOLE,CABEZON,BROWN_ROCKFISH,DARKBLOTCHED_ROCKFISH,CALICO_ROCKFISH,SPLITNOSE_ROCKFISH,GREENSTRIPED_ROCKFISH,WIDOW_ROCKFISH,YELLOWTAIL_ROCKFISH,CHILIPEPPER,SQUARESPOT_ROCKFISH,SHORTBELLY_ROCKFISH,COWCOD,BLACK_ROCKFISH,BLACKGILL_ROCKFISH,BLUE_ROCKFISH,BOCACCIO,CANARY_ROCKFISH,YELLOWMOUTH_ROCKFISH,YELLOWEYE_ROCKFISH,BANK_ROCKFISH,STRIPETAIL_ROCKFISH,HALFBANDED_ROCKFISH,OLIVE_ROCKFISH,PYGMY_ROCKFISH,SHARPCHIN_ROCKFISH,ROCKFISH,ROSY_ROCKFISH_GROUP,PACIFIC_TOMCOD,COPPER_ROCKFISH_GROUP,IRISH_LORD,sdiv,nspec,eve,LCBD,LONDD,LATDD,PROVINCE,SURVEY,CRUISE,STATION_BOTTOM_DEPTH,AREA,ACTIVE,clust_6,core,cpue,MDS1,MDS2,MDS3,centroid_distance,rar50,fMDS1,fMDS2,fMDS3,centroid_distance_fd,feve,fric,fdiv
2013_101,2013,101,0,0,0,1.945910149,1.945910149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,0,0,1.098612289,2.079441542,0,1.609437912,0,0,0,3.218875825,0,0,0,0,0,2.079441542,0,0.693147181,0,0,0,0,0,0,0,2.09678595,9,0.954287928,0.275287925,-121.9383301,36.3,CENTRAL,RREAS,1305,65,Point Sur,Y,2,NO,15.36392377,-0.486164636,0.15388644,0.507948109,0.74780783,8.707032606,-0.153325314,0.03717629,0.086713718,0.17091046,0.587952,0.012658434,0.719217383
2013_103,2013,103,0,0,0,2.302585093,0.693147181,0,0.693147181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,1.386294361,1.098612289,2.708050201,0,0,0,2.833213344,1.098612289,0,0,0,0,1.386294361,0,0,0,0,0,0,0,0,0,2.169180062,10,0.942062522,0.230472079,-122.0150065,36.3,CENTRAL,RREAS,1305,102,Point Sur,Y,2,NO,14.89310348,-0.557567154,0.162101579,0.344787758,0.693387901,9.883107089,-0.032635119,0.134172214,0.052509372,0.146731436,0.450262,0.035461819,0.700416243
2013_104,2013,104,0,0,0,3.761200116,2.708050201,0,0,0,0,4.043051268,0,0,0,0,0,0,0,0,0,0,0,0,3.36729583,1.791759469,5.099866428,3.36729583,6.167516491,0,0,0,3.17805383,0,0,0,0,0,1.791759469,2.708050201,0,0,0,0,0,0,0,0,2.334061315,11,0.973378803,0.300325683,-122.0900065,36.3,CENTRAL,RREAS,1305,354,Point Sur,Y,2,NO,37.98389913,-0.860776245,0.004538538,-0.102437848,0.824114232,7.959451562,-0.158150264,-0.044869043,-0.030159245,0.155476663,0.669936,0.034233303,0.742939399
2013_105,2013,105,0,0,0,6.02827852,0,0,0,0,0,4.532599493,0,0,0,0,0,0,0,0,0,0,0,0,1.791759469,2.302585093,4.17438727,2.708050201,5.934894196,0,0,0,3.17805383,0,0,0,0,0,4.17438727,1.791759469,0,0,0,0,0,0,0,0,2.21966802,10,0.963989154,0.382862019,-122.1916667,36.3,CENTRAL,RREAS,1305,828,Point Sur,Y,2,NO,36.61675481,-0.956450333,-0.058983211,-0.229460535,0.930493409,6.849009077,-0.184144266,-0.038663067,-0.041517502,0.180901478,0.695861,0.029257693,0.725846166
2013_109,2013,109,0.34657359,0,0,4.130763224,1.892094817,0,0,0,0,4.242335,0,0,0,0,0,0,0,0,0,0,0,0,1.791759469,0,2.865049891,2.117053252,4.38077507,0.549306144,0,0,2.215408399,0.549306144,0,0,0,0.895879735,2.232954059,1.416606672,0,0,0,0,0,0,0,0,2.43536338,14,0.922815391,0.213851053,-122.0333333,36.58333333,CENTRAL,RREAS,1305,608,Monterey Bay Outside,Y,2,YES,29.62586547,-0.728230767,-0.057534738,-0.074926393,0.68360925,9.279279105,-0.114884007,0.080441895,-0.068855318,0.147452391,0.611298,0.096576945,0.826806934
2013_110,2013,110,0.693147181,0,0,5.533389489,3.663561646,0,0,0,0,3.912023005,0,0,0,0,0,0,0,0,0,0,0,0,4.234106505,3.401197382,3.688879454,4.477336814,5.641907071,0,0,0,4.369447852,0,0,0,0,0,4.919980926,2.995732274,0,0,0,0,0,0,0,0,2.421517825,12,0.974490133,0.379255481,-122.175,36.58333333,CENTRAL,RREAS,1305,2304,Monterey Bay Outside,Y,2,YES,47.5307096,-0.975118531,0.028697678,-0.092828522,0.939805638,9.878815184,-0.094985423,0.057609346,-0.062578977,0.118522477,0.563674,0.105146473,0.765104456
2013_112,2013,112,0,0,0,3.882360272,1.732867951,0,0,0,0,1.319528665,0,0,0,0,0,0,0,0,0,0,0,0,2.543798168,1.282474679,5.205649319,3.391096028,6.862121797,1.039720771,1.282474679,0,3.383671563,0,0,0,0,0,3.314681627,2.705823026,1.282474679,0,0,0,0,0,0,0,2.479128035,14,0.939398829,0.377444997,-121.9466634,36.65500081,CENTRAL,RREAS,1305,73,Monterey Bay Inside,Y,2,YES,39.22874322,-0.960260871,0.081389383,0.073614589,0.939340467,7.82670382,-0.079005189,-0.092662144,-0.125772034,0.168601535,0.449778,0.125402241,0.682643268
2013_113,2013,113,0.693147181,0,0,4.49084082,2.808385549,0,1.354025101,0,0,5.095384772,0,0,0,0,0,0,0,0,0,0,0,0,1.198947636,0,3.821980975,1.445185879,4.619561087,0,0,0,1.935600505,0.804718956,0,0,0,0,2.359249436,1.666102255,0,1.039720771,0,0,0,0,0,0,2.454677945,14,0.930134125,0.207099176,-122.05,36.64666748,CENTRAL,RREAS,1305,900,Monterey Bay Outside,Y,2,YES,33.33285092,-0.719385996,0.052414526,-0.095090929,0.694448391,7.816931172,-0.02063358,0.042297182,-0.052665063,0.067464541,0.695091,0.173624229,0.865520177
2013_114,2013,114,0,0,0,4.459079376,1.21252872,0,0,0,0.23104906,3.588623683,0.23104906,0.366204096,0,0,0,0,0,0,0.23104906,0,0.23104906,0,0.854983119,0.366204096,5.33151829,2.671445246,6.040870921,0.23104906,0,0,2.118702554,1.276213799,0,0,0,0.46209812,2.141082321,1.833752737,0.597253156,0.366204096,0,0,0,0,0,0,2.547804122,21,0.836848398,0.275247834,-121.8666667,36.76666667,CENTRAL,RREAS,1305,73,Monterey Bay Inside,Y,2,YES,34.84200963,-0.818088856,-0.060435186,-0.07027725,0.772604804,7.741409007,0.033144014,0.019842769,-0.081914249,0.094487917,0.427113,0.295011967,0.849432742
2013_115,2013,115,0,0,0,3.281952813,0.924196241,0,0,0,0,1.194506313,0.46209812,0.366204096,0,0,0,0,0,0,0,0,0,0,0.963457253,1.045164739,4.228752878,1.411368835,5.040465715,0,0,0,1.721595325,0.366204096,0,0,0,0,2.407035033,1.642417895,0.828302217,0,0,0,0,0,0,0,2.426729381,15,0.896116617,0.256356808,-121.9083333,36.70833333,CENTRAL,RREAS,1305,91,Monterey Bay Inside,Y,2,YES,25.88372157,-0.76790803,0.019383996,0.092230066,0.743175823,7.873307737,-0.007420972,-0.030174287,-0.077976217,0.082153787,0.475841,0.165024355,0.734540825
2013_116,2013,116,0.732408192,0,0,4.576846911,3.366570671,0,0,0,0,3.593776158,0,0,0,0,0,0,0.924196241,0,0,0,0,0,0.23104906,0.732408192,4.967075571,1.707987993,5.005098903,0,0,0,2.632184234,1.868600689,0,0,0,0,1.642417895,0.732408192,0.924196241,0.732408192,0,0,0,0,0,0,2.498014608,16,0.900968119,0.26798937,-121.9766602,36.73999837,CENTRAL,RREAS,1305,287,Monterey Bay Inside,Y,2,YES,34.36963334,-0.807008397,-0.047094872,-0.002698698,0.762517612,7.421620191,-0.029982158,0.037381014,-0.084578121,0.093237124,0.57963,0.218591958,0.810422051
2013_117,2013,117,0,0,0,4.28012634,2.215408399,0,0,0,0,2.787974552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,1.545521227,1.151292546,3.211623482,0.34657359,0,0,1.151292546,0.34657359,0,0,0,0.693147181,1.914320698,0.972955075,0.693147181,0,0,0,0,0,0,0,2.395450895,14,0.907691629,0.14353119,-122.1083333,36.7,CENTRAL,RREAS,1305,1920,Monterey Bay Outside,Y,2,YES,22.00310359,-0.579761901,-0.117789748,0.042101445,0.537063667,6.164326487,-0.144675351,-0.006019382,-0.056256086,0.143773883,0.677883,0.062133135,0.831878429
2013_119,2013,119,0.34657359,0,0,5.7831952,4.334871295,0,0,0,0,5.394143809,0,0.895879735,0,0,0,0,0,0,0,0,0,0,2.673553765,2.191013317,5.539067264,3.416515866,6.603352263,0.895879735,0,0,3.414356036,0.895879735,0,0,0,1.354025101,2.7102675,2.964794572,0,1.589026915,0,0,0,0,0,0,2.624279722,17,0.926255406,0.369881343,-121.9833333,36.84666748,CENTRAL,RREAS,1305,91,Monterey Bay Inside,Y,2,YES,51.0023957,-0.967075303,0.014115809,-0.064571805,0.928398234,8.78594603,-0.000333071,0.024553058,-0.071496444,0.07537604,0.635838,0.224675535,0.847315106
2013_123,2013,123,0,0,0,4.597793154,0.9026834,0,0,0,0,0,0,0.924196241,0,0,0.23104906,0,0.23104906,0,0,0,0,0,2.162053596,1.833752737,4.776548234,2.815733273,6.714866546,0.9026834,0,0,2.754959421,1.837809582,0.9026834,0,0,1.18511602,2.433940781,2.440396186,0.9026834,0.693147181,0,0,0,0,0,0.23104906,2.669765478,20,0.891189462,0.424810956,-122.2916667,36.98333333,CENTRAL,RREAS,1305,82,Davenport,Y,2,YES,39.47419373,-0.993983142,0.204727735,0.215783125,1.02952685,8.203038098,0.000317738,0.024202721,-0.166167201,0.167063361,0.412695,0.342957742,0.847620363
2013_124,2013,124,0,0,0,3.601330598,1.039720771,0,0,0,0,1.903331245,0,0,0,0,0,0,0,0,0,0,0,0,0.804718956,0.549306144,2.452637389,0.693147181,3.926608194,0,0,0,0.895879735,0,0,0,0,0,0.549306144,0,0.34657359,0,0,0,0,0,0,0,2.109338714,11,0.879662235,0.116216378,-122.375,36.98333333,CENTRAL,RREAS,1305,128,Davenport,Y,2,YES,16.76255995,-0.478830438,-0.090110603,0.028641541,0.435992078,6.883127558,-0.159959492,-0.068425097,-0.03193888,0.165670652,0.670133,0.035979406,0.748394758
2013_125,2013,125,0,0,0,5.110879724,1.629048269,0,0,0,0,1.319528665,0.972955075,0,0,0,0,0,0,0,0,0,0,1.868834809,1.868834809,0,3.910018995,2.962127899,5.994424518,1.868834809,0,0,3.061246405,0,0,0,0,1.868834809,3.105300039,2.215408399,1.868834809,2.215408399,0,0.34657359,0.34657359,0,0,0,2.708025082,18,0.9369122,0.384987027,-122.425,36.98333333,CENTRAL,RREAS,1305,446,Davenport,Y,2,YES,42.53366761,-0.961864372,0.039578413,0.188437473,0.953251535,9.57595272,-0.061598462,-0.059564097,-0.059109925,0.09625632,0.567644,0.086857428,0.811713626
2013_126,2013,126,0,0,0,4.665393263,3.289625606,0,0,0,0,1.700598691,0,0,0,0,0.34657359,0,0,0,0,0,0,0,0.34657359,0,2.659059997,1.151292546,4.132825083,0,0,0,0,1.151292546,0,0,0,0,0.549306144,1.700598691,0,0,0,0,0,0,0,0,2.125806189,11,0.886529703,0.1685154,-122.5916667,36.98333333,CENTRAL,RREAS,1305,432,Davenport,Y,2,YES,21.69313975,-0.597857152,-0.08464747,0.170469538,0.58756587,6.552960072,-0.142230554,0.071327977,-0.099351983,0.178244178,0.689176,0.09805876,0.855340053
2013_127,2013,127,0,0,0,4.741708146,1.319528665,0,0,0,0,5.704648391,0,0,0,0,0,0,0,0,0,0,0,0,3.941157459,2.359249436,4.086505656,1.319528665,6.652002351,0,0.804718956,0,2.649158683,2.124247621,0,0,0,0,3.944542204,2.851891237,0,0,0,0,0,0,0,0,2.426116454,13,0.945872759,0.343225425,-122.7583333,36.98333333,CENTRAL,RREAS,1305,1045,Davenport,Y,2,YES,42.49888747,-0.91149202,-0.002245149,-0.186258133,0.883682376,7.225752781,-0.067675555,-0.05567569,-0.1065978,0.131141324,0.572278,0.129804173,0.728351496
2013_131,2013,131,0,0,0,4.953814483,2.623512036,0,0,0,0,0,0,0,0,0,0,0,1.151292546,1.151292546,0,0,0,0,1.497866137,0,5.145224595,0,5.019271392,0,0,0,1.831780823,0.549306144,0,0,0,0,1.497866137,0,0,0,0,0,0,0,0,0,2.083102229,10,0.90467941,0.320199417,-122.5666667,37.275,CENTRAL,RREAS,1305,82,Pescadero,Y,2,YES,25.42122684,-0.761943399,0.236740117,0.332053906,0.876503201,5.410076635,-0.177553667,0.060018809,0.050105442,0.183823328,0.590932,0.01672203,0.76474612
2013_132,2013,132,0,0,0,3.757672286,0.549306144,0,0,0,0,3.082708927,0,0,0,0,0,0,0.549306144,0,0,0,0,0,1.935600505,0.693147181,3.688879454,1.975621859,3.564648774,0,0,0,2.003666593,1.242453325,0,0,0,0,1.354025101,1.098612289,0,0,0,0,0,0,0,0,2.388237079,13,0.931104685,0.218858164,-122.65,37.275,CENTRAL,RREAS,1305,95,Pescadero,Y,2,YES,25.49564858,-0.728389111,-0.099206428,-0.124917482,0.686235226,9.224672706,-0.128388082,0.006374229,-0.067185404,0.133978172,0.521272,0.071863964,0.756820762
2013_133,2013,133,0,0,0,3.91600709,1.700598691,0,0,0,0,4.012267436,0.34657359,0,0,0,0,0,0,0,0,0,0,0,0,0,1.522261219,0.34657359,2.56198199,0.34657359,0,0,0.549306144,0,0,0,0,0.34657359,0.693147181,0,0,0,0,0,0,0,0,0.34657359,2.068474037,12,0.832414909,0.074587278,-122.8166667,37.275,CENTRAL,RREAS,1305,184,Pescadero,Y,2,YES,16.6884377,-0.404948378,-0.13131863,-0.041292948,0.357079501,5.240674746,-0.041191718,-0.054124183,-0.011496067,0.061765821,0.527839,0.069242301,0.845765583
2013_134,2013,134,0,0,0,5.55240342,1.319528665,0,0,0,0,4.113152994,0,0,0,0,0,0,0,0,0,0,0,0,0,0.549306144,3.692615462,0.972955075,4.785857129,0,0,0,0,0.972955075,0,0,0,0,2.975321276,1.319528665,0,0,0,0.34657359,0,0,0,0,2.120103066,11,0.884151317,0.208549079,-122.9833333,37.275,CENTRAL,RREAS,1305,518,Pescadero,Y,2,YES,26.60019749,-0.700913593,-0.134070392,-0.044285356,0.65297141,5.844836686,-0.163118063,0.000573844,-0.049848879,0.158811658,0.67756,0.043038463,0.759734712
2013_135,2013,135,0,0,0,5.263803073,1.445185879,0,0,0,0,6.423847463,0,0,0,0,0.34657359,0,0,0,0,0,0,0,1.844439727,0,3.849014585,1.386294361,4.490903662,0,0,0,1.497866137,0,0,0,0,0,1.805458956,1.151292546,0,0,0,0,0,0,0,0,2.157449731,11,0.89972608,0.227608172,-123.15,37.275,CENTRAL,RREAS,1305,950,Pescadero,Y,2,YES,29.50467998,-0.735722101,-0.062040633,-0.139601083,0.697429161,5.768999437,-0.144153493,0.067372172,-0.088183701,0.172218144,0.579297,0.085613888,0.81783118
2013_138,2013,138,0,0,0,1.854840136,0,0,0.23104906,0,0,0,0,1.335777728,0,0,0,0,0,0,0,0,0,0,0,0,1.045164739,0,1.16550252,0,0,0,0.828302217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.670272863,6,0.932196167,0.30946489,-122.9083333,37.7,CENTRAL,RREAS,1305,55,Gulf of the Farallones,Y,2,YES,6.4606364,-0.07726947,-0.170153141,0.701482694,0.739078286,4.985782798,0.098028922,0.012196886,0.129201581,0.171194696,0.630124,0.02325312,0.895040505
2013_139,2013,139,0,0,0,2.659779632,0.732408192,0,0.23104906,0,0,0.23104906,0,1.030347484,0,0,0,0,0,0.366204096,0,0,0,0,0,0,0.879685777,0,0.828302217,0,0,0,0.46209812,0,0.366204096,0,0,0,0,0,0,0,0,0,0,0,0,0,2.005430693,10,0.870947105,0.156935013,-122.8666667,37.79166667,CENTRAL,RREAS,1305,55,Gulf of the Farallones,Y,2,YES,7.787127735,0.059939336,0.005710378,0.394521543,0.459281855,5.657843321,0.038898972,-0.026988064,-0.019682879,0.060021599,0.61147,0.127902526,0.917303414
2013_152,2013,152,0,0,1.098612289,3.496507561,3.496507561,0,0,0,0,3.044522438,0,0.693147181,0,0,0,0,0,0,0,0,0,0,0,0,2.63905733,0,4.276666119,0,0,0,0,0.693147181,0.693147181,0,0,0,1.098612289,0.693147181,0,0,0,0,0,0,0,0,2.170268614,11,0.905071967,0.132500242,-123.0416667,37.65833333,CENTRAL,RREAS,1305,108,Farallones Outside,Y,2,YES,21.92307431,-0.549467216,-0.031555003,0.038196242,0.513453472,7.102074727,0.033953862,-0.027058822,-0.025196792,0.057968882,0.628533,0.128527196,0.890661814
2013_154,2013,154,0,0,0,3.496507561,2.079441542,0,0,0,0,2.772588722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,0,1.791759469,0,0.693147181,0,0,0,0,0,0,0,0.693147181,0,0,0,0,0,0,0,0,0,1.765769611,7,0.90742541,0.028688483,-123.2083333,37.65833333,CENTRAL,RREAS,1305,1301,Farallones Outside,Y,2,YES,12.21973884,-0.223418917,-0.141837445,0.007442324,0.182114424,6.419230836,-0.109360276,-0.190019491,-0.003288024,0.212951581,0.546523,0.017894939,0.878215905
2013_156,2013,156,0,0,0,4.025351691,2.197224577,0,0,0,0,5.293304825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,0,1.609437912,0,0,0,0,0,0,0,0,0,0.693147181,0.693147181,0,0.693147181,0,0,0,0,0,0,1.765671841,8,0.849108159,0.075873004,-123.1383301,37.74333496,CENTRAL,RREAS,1305,91,Farallones Outside,Y,2,YES,15.89790773,-0.372971289,-0.192177502,-0.05082976,0.333972206,4.118075915,-0.173734644,-0.091274939,0.047444206,0.191806787,0.790425,0.011373025,0.828821663
2013_160,2013,160,0,0,0,2.772588722,0.693147181,0,0.693147181,0,0,1.945910149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,0,0,0,0,0,0,0,0,0,0,0,0.693147181,0,0,0,0,0,0,0,0,0,1.598995131,6,0.892415344,0.08240206,-123.3166667,37.88333333,CENTRAL,RREAS,1305,91,Farallones Outside,Y,1,YES,7.491087594,0.111621199,-0.030748025,-0.166717039,0.223876144,6,-0.040846224,0.123134221,0.226765346,0.261234303,0.617356,0.005987183,0.857909698
2013_162,2013,162,0,0,0,5.476463552,2.564949357,0,0,0,0,2.302585093,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,1.098612289,0,2.079441542,0,0,0,1.098612289,0,1.609437912,0,0,0,0,0,0,0,0,0,0,0,0,0,1.889753866,8,0.908778964,0.107372864,-123.5,37.88333333,CENTRAL,RREAS,1305,1328,Farallones Outside,Y,2,YES,16.92324921,-0.386382942,0.028988998,0.052796629,0.378095403,4.912229927,-0.042683675,-0.171935721,-0.011814195,0.174294632,0.676344,0.028033518,0.888026907
2013_165,2013,165,0,0,0,5.552689095,0.972955075,0,0,0,0,0,0.549306144,4.135134556,0,0,0,0,0.34657359,0.549306144,0,0,0,0,0.34657359,0,1.039720771,0,0.693147181,0,0,0,1.589026915,0.34657359,0.895879735,0,0,0,0,0,0,0,0,0,0,0,0,1.700598691,2.131860236,13,0.831150756,0.360415278,-123,38.16666667,CENTRAL,RREAS,1305,55,Point Reyes,Y,2,YES,18.71748508,-0.402161158,0.443002934,0.615168631,0.927406235,3.850448369,0.090169127,-0.041848303,-0.117031308,0.159599563,0.721038,0.208823445,0.888779948
2013_167,2013,167,0,0,0.34657359,4.536744595,2.359249436,0,1.039720771,0,0.693147181,0,0,0.34657359,0,0.34657359,0,0,0,0,0,0,0,0,0,0.34657359,1.039720771,0,1.282474679,0,0,0,1.198947636,0,0,0,0,0,0.549306144,0,0,0,0,0,0,0,0.34657359,1.589026915,2.285829426,14,0.866153524,0.186381198,-123.1666667,38.16666667,CENTRAL,RREAS,1305,91,Point Reyes,Y,2,YES,16.02120608,-0.287470172,0.358998908,0.311829331,0.634680652,6.590592804,0.142486953,0.064701965,0.019040156,0.168890426,0.727322,0.090424408,0.930144006
2013_170,2013,170,0,0,1.282474679,4.958103162,2.524928004,0,0,0,0,2.934648457,0.34657359,0,0,0,0.34657359,0,0.34657359,0,0,0,0,0,0,0,0,0,0,0,0,0,0.549306144,0,0.549306144,0,0,0,0,0,0,0,0,0,0,0,0,0,1.760653344,9,0.801307464,0.183825488,-123.3666667,38.16666667,CENTRAL,RREAS,1305,183,Point Reyes,Y,2,YES,13.83848736,-0.142465307,0.188739026,-0.200985036,0.359275892,4.278038133,0.126863682,0.04254121,-0.053924615,0.154515677,0.67569,0.228756377,0.787115085
2013_171,2013,171,0,0,0.895879735,5.117545406,1.805458956,0,0,0,0,1.522261219,0,0,0,0,0,0,0,0,0,0,0,0,1.522261219,1.319528665,0.549306144,0,1.945910149,0,0,0,1.354025101,0,0.549306144,0,0,0,0.549306144,0,0,0.34657359,0,0,0,0,0,0.549306144,2.282151469,13,0.889744968,0.133708767,-123.4833333,38.16666667,CENTRAL,RREAS,1305,400,Point Reyes,Y,2,YES,18.02666862,-0.401437825,0.149796192,0.051771044,0.450253449,4.666122227,0.088466141,-0.061183605,-0.040303942,0.123444556,0.556393,0.153953684,0.904412968
2013_183,2013,183,0,0,0,2.808385549,0.34657359,0,0.693147181,0,0,0,0,0.693147181,0,0.549306144,0.34657359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34657359,1.588882844,7,0.81652366,0.334996841,-123.2333333,38.46666667,CENTRAL,RREAS,1305,53,Fort Ross,Y,3,NO,5.783706825,0.312774406,0.438371673,0.522734576,0.865093058,4,0.269856346,0.376963234,0.020319437,0.471673139,0.772614,0.00305012,0.914716073
2013_237,2013,237,0,0,0,2.079441542,0,0,0.693147181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,0,0.693147181,0,1.791759469,0,0,0,1.098612289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.682185721,6,0.938844853,0.237080629,-122.8316732,37.59666748,CENTRAL,RREAS,1305,74,Gulf of the Farallones,Y,2,YES,7.049254841,-0.173017922,0.287803865,0.421633139,0.621990617,6,-0.125902859,0.080809002,0.244901793,0.283409472,0.557255,0.003238002,0.792180399
2013_401,2013,401,0,0,0,2.197224577,3.970291914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.218875825,0,2.564949357,5.342334252,0,0,0,1.558829185,5,0.968553826,0.446743061,-118.2,32.71666667,SOUTH,RREAS,1305,1586,San Clemente,Y,6,NO,17.29367593,-0.402749034,0.204436562,0.915090494,0.826339789,4.644946183,NA,NA,NA,NA,NA,NA,NA
2013_402,2013,402,0,0,0,1.791759469,3.33220451,0,0,0,0,1.098612289,0,0,0,0,0,0,0,0,0,0,0,1.098612289,0,0,0,1.609437912,0,0,0,0,0,0,0,0,0,0,0,0,0,2.079441542,0,1.945910149,2.944438979,0,0.693147181,0,2.099597027,9,0.955567304,0.311254926,-118.4533366,32.71666667,SOUTH,RREAS,1305,222,San Clemente,Y,6,NO,16.59356432,-0.464457699,-0.175133366,0.633765215,0.42772598,8.504107511,-0.178965496,-0.181900286,-0.053254533,0.190512431,0.618823,0.011075938,0.814328038
2013_403,2013,403,0,0,0,0,1.791759469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.098612289,0,0,0,0.693147181,0.693147181,0,0,0,0,0,0,0,0,1.609437912,0,0.693147181,2.772588722,0,0,0,1.810044817,7,0.930178348,0.564418221,-118.7483398,32.71666667,SOUTH,RREAS,1305,1253,San Clemente,Y,6,NO,9.351839934,-0.483486638,-0.080135849,1.071689244,0.8575768,7,0.041538468,-0.332277475,0.211324074,0.448322649,0.661961,0.00045367,0.939113634
2013_404,2013,404,0,0,0,1.386294361,1.098612289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,0,0,0.693147181,0,0,0,0,0,0,0,0,0,0,0,2.197224577,2.833213344,0,0,0,1.655072124,6,0.923712481,0.309617626,-119.0166667,32.71666667,SOUTH,RREAS,1305,777,San Clemente,Y,6,NO,8.901638932,-0.048077045,-0.10842859,0.763311104,0.578589888,6,NA,NA,NA,NA,NA,NA,NA
2013_411,2013,411,0,0,0,2.302585093,2.381086967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34657359,0,0,0.34657359,0,0,0,0,0,0,0,0,0,0,0,0,0.34657359,0,0,0,1.240593414,5,0.77082307,0.214311231,-119.2866699,33.68999837,SOUTH,RREAS,1305,892,San Nicolas,Y,3,NO,5.723392831,0.181385781,0.05439544,0.523889202,0.631910275,2,NA,NA,NA,NA,NA,NA,NA
2013_412,2013,412,0,0,0,1.039720771,1.647918433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.549306144,0,0,0,1.009484573,3,0.918869669,0.304590742,-119.4483398,33.58666585,SOUTH,RREAS,1305,1874,San Nicolas,Y,3,NO,3.236945348,0.536081787,0.017613903,0.453289193,0.892648689,3,NA,NA,NA,NA,NA,NA,NA
2013_413,2013,413,0,0,0,0.693147181,1.151292546,0,0,0,0,1.039720771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.549306144,0,0,0,1.344372966,4,0.969758357,0.217435683,-119.6049967,33.48666585,SOUTH,RREAS,1305,775,San Nicolas,Y,3,NO,3.433466642,0.513360119,-0.284844373,-0.056166794,0.856253507,NA,NA,NA,NA,NA,NA,NA,NA
2013_414,2013,414,0,0,0,1.903331245,1.700598691,0,0.34657359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.895879735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.235249547,4,0.891042591,0.119650104,-119.7633301,33.38333333,SOUTH,RREAS,1305,103,San Nicolas,Y,3,NO,4.846383261,0.234564315,0.023479569,0.322962068,0.606203663,3,NA,NA,NA,NA,NA,NA,NA
2013_422,2013,422,0,0,0,0.549306144,0.34657359,0,0,0,0,3.107304049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34657359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.904724476,4,0.652619581,0.231150322,-120.3,34.31833496,SOUTH,RREAS,1305,380,San Miguel,Y,4,NO,4.349757374,0.168858396,-0.491649422,-0.425341416,0.848082677,2,NA,NA,NA,NA,NA,NA,NA
2013_423,2013,423,0,0,0,0.895879735,0.895879735,0,0,0,0,0,0,0,0,0,0.549306144,0,0,0,0,0,0,0,0,0,0,0,0.693147181,0.693147181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.593158268,5,0.989883658,0.291458746,-120.4716634,34.17666829,SOUTH,RREAS,1305,122,San Miguel,Y,3,NO,3.727359975,0.452628928,-0.265482757,0.45864811,0.757935533,NA,-0.264254268,0.278875641,0.0249295,0.308102992,0.536127,0.00194711,0.906982421
